date,location,time,unknown,day
4/2/2017,Domino's Pizza,15:09:05,148,WE
28/01/2017,Sandrich,7:47:31,148,WE
4/6/2017,SR Restaurant and Lounge,2:31:36,148,WE
22/06/2017,Zeal 3 Seasons Family Restaurant & Bar,10:59:24,149,WD
29/07/2017,Sai Sagar,1:58:06,149,WE
13/05/2017,7th Heaven,9:26:09,149,WE
16/01/2017,Geeta Fast Food,5:45:29,150,WD
21/05/2017,Domino's Pizza,14:39:32,150,WE
2/9/2017,Sandrich,7:10:14,150,WE
12/8/2017,Dairy Don,10:53:42,150,WE
2/7/2017,SR Restaurant and Lounge,0:36:15,150,WE
6/5/2017,Swastik,18:08:12,150,WE
30/04/2017,Gupta Sandwiches & Snacks,13:48:51,150,WE
10/5/2017,Sandrich,21:41:35,151,WD
11/6/2017,BOX8 - Desi Meals,22:41:34,151,WE
6/1/2017,Aqua Garden Resto Bar,18:34:54,153,WD
11/3/2017,Prithika Hotel,8:49:45,153,WE
1/7/2017,Sleight of Hand,16:34:59,153,WE
21/05/2017,Domino's Pizza,11:51:27,153,WE
24/01/2017,Dairy Don,8:02:30,154,WD
28/01/2017,Domino's Pizza,20:32:13,154,WE
5/2/2017,The Spot,13:56:08,154,WE
13/01/2017,Dairy Don,20:10:46,155,WD
22/08/2017,Sandrich,0:38:47,155,WD
18/03/2017,SR Restaurant and Lounge,12:17:37,155,WE
20/05/2017,StreetO,12:39:23,156,WE
22/04/2017,Gupta Sandwiches & Snacks,15:44:02,156,WE
25/02/2017,Sandrich,11:42:41,156,WE
25/02/2017,BOX8 - Desi Meals,4:49:59,156,WE
6/3/2017,Varsha,10:46:39,157,WD
7/5/2017,BOX8 - Desi Meals,16:11:09,157,WE
23/02/2017,SR Restaurant and Lounge,5:58:51,158,WD
7/1/2017,Geeta Fast Food,17:37:54,158,WE
5/2/2017,Dairy Don,17:10:18,159,WE
23/04/2017,The Tuck Box,7:54:19,159,WE
13/08/2017,Lomchin Wok,10:08:34,159,WE
29/03/2017,Slice of Lime,13:08:44,160,WD
2/3/2017,Tindees QSR,16:22:35,160,WD
1/4/2017,Francesco's Pizzeria,9:47:59,160,WE
3/6/2017,Zeal 3 Seasons Family Restaurant & Bar,16:18:24,160,WE
2/9/2017,Slice of Lime,8:39:27,160,WE
23/04/2017,Canvas Laugh Club,0:34:03,160,WE
19/08/2017,Gupta Sandwiches & Snacks,3:21:18,161,WE
5/8/2017,Lomchin Wok,6:52:24,161,WE
27/07/2017,Geeta Fast Food,4:47:52,162,WD
16/06/2017,Zeal 3 Seasons Family Restaurant & Bar,3:37:25,162,WD
5/10/2017,Gupta Sandwiches & Snacks,0:50:32,162,WD
30/07/2017,Lomchin Wok,22:11:27,162,WE
8/1/2017,Sai Sagar,16:56:08,162,WE
4/4/2017,Varsha,19:38:06,163,WD
12/8/2017,Gupta Sandwiches & Snacks,8:16:10,163,WE
30/07/2017,Prasad Food Divine,0:44:25,163,WE
11/5/2017,Domino's Pizza,13:20:14,164,WD
7/1/2017,Slice of Lime,23:36:31,164,WE
28/05/2017,Geeta Fast Food,17:24:15,164,WE
24/02/2017,Rassam Express,17:05:24,165,WD
8/4/2017,Sandrich,6:47:36,165,WE
25/02/2017,Domino's Pizza,0:29:47,165,WE
4/1/2017,Geeta Fast Food,15:50:56,166,WD
3/9/2017,Saarthi,8:14:54,166,WE
12/2/2017,Sandrich,3:21:30,166,WE
23/04/2017,Sai Sagar,22:10:55,166,WE
7/1/2017,Varsha,5:44:40,167,WE
8/1/2017,Prithika Hotel,17:40:23,167,WE
4/10/2017,Geeta Fast Food,22:37:01,168,WD
29/08/2017,7th Heaven,8:02:10,168,WD
12/9/2017,Aqua Garden Resto Bar,1:14:13,169,WD
11/3/2017,142 East,9:24:03,169,WE
18/05/2017,Tindees QSR,14:39:21,171,WD
3/9/2017,Swastik,18:08:33,171,WE
21/06/2017,Swastik,0:03:49,172,WD
16/03/2017,SR Restaurant and Lounge,4:49:36,172,WD
23/09/2017,Domino's Pizza,17:21:26,172,WE
18/06/2017,Tamarind,3:38:27,172,WE
30/01/2017,SR Restaurant and Lounge,12:41:32,173,WD
7/10/2017,Lomchin Wok,8:14:08,173,WE
4/2/2017,Tamarind,5:37:47,174,WE
19/02/2017,Tindees QSR,4:04:39,174,WE
9/4/2017,Prithika Hotel,23:15:33,174,WE
27/05/2017,7th Heaven,13:31:57,174,WE
15/01/2017,Gupta Sandwiches & Snacks,19:35:01,174,WE
17/01/2017,Varsha,16:00:00,175,WD
6/5/2017,Geeta Fast Food,19:06:34,175,WE
3/2/2017,Domino's Pizza,1:46:08,176,WD
3/9/2017,Tindees QSR,15:31:08,176,WE
25/02/2017,Gupta Sandwiches & Snacks,13:40:58,176,WE
9/7/2017,Sandrich,8:37:39,176,WE
18/02/2017,Tamarind,5:34:39,176,WE
11/6/2017,Hotel Silver Spoon,13:54:13,176,WE
2/4/2017,Tindees QSR,20:48:50,176,WE
12/5/2017,Tindees QSR,1:19:45,177,WD
27/01/2017,China Valley,0:49:27,177,WD
24/09/2017,The Tuck Box,16:10:58,177,WE
6/8/2017,StreetO,11:30:17,177,WE
8/7/2017,Dairy Don,9:44:15,177,WE
7/3/2017,Saarthi,23:16:12,178,WD
30/04/2017,Sandrich,16:49:23,178,WE
26/02/2017,Golden Jade - Ramada,22:41:53,179,WE
25/06/2017,Geeta Fast Food,3:39:59,179,WE
16/04/2017,Prithika Hotel,5:59:51,179,WE
15/01/2017,Gupta Sandwiches & Snacks,13:26:29,179,WE
31/07/2017,Swastik,10:45:47,180,WD
21/07/2017,Prasad Food Divine,22:08:57,180,WD
23/08/2017,Dairy Don,6:18:34,180,WD
3/9/2017,Tindees QSR,18:43:15,180,WE
24/02/2017,Swastik,17:45:44,181,WD
1/10/2017,Kosmic Sheesha Lounge,20:38:57,181,WE
22/07/2017,Sai Sagar,20:19:24,181,WE
4/2/2017,Sleight of Hand,14:13:11,182,WE
22/04/2017,Gupta Sandwiches & Snacks,15:42:35,182,WE
18/03/2017,Tindees QSR,4:58:16,182,WE
12/2/2017,Slice of Lime,11:02:55,182,WE
17/01/2017,Saarthi,12:21:02,184,WD
2/6/2017,Domino's Pizza,7:27:39,184,WD
8/6/2017,Gupta Sandwiches & Snacks,23:51:12,184,WD
9/4/2017,Swastik,6:07:34,184,WE
20/05/2017,Slice of Lime,2:16:52,184,WE
22/09/2017,Varsha,22:14:47,185,WD
24/09/2017,Rassam Express,18:29:41,185,WE
26/02/2017,Prasad Food Divine,1:11:24,185,WE
22/01/2017,Great World,20:26:22,185,WE
12/2/2017,SR Restaurant and Lounge,15:15:07,185,WE
4/7/2017,Gupta Sandwiches & Snacks,2:58:52,186,WD
29/07/2017,Aqua Garden Resto Bar,1:33:54,186,WE
5/2/2017,Dairy Don,17:01:56,186,WE
8/1/2017,Sleight of Hand,7:57:07,186,WE
20/08/2017,Sleight of Hand,23:02:15,186,WE
30/09/2017,Geeta Fast Food,16:17:50,186,WE
28/01/2017,SR Restaurant and Lounge,16:17:31,186,WE
14/05/2017,Sandrich,14:09:08,186,WE
27/09/2017,Francesco's Pizzeria,10:41:31,187,WD
30/03/2017,Lomchin Wok,4:50:51,187,WD
11/3/2017,Prasad Food Divine,19:58:37,187,WE
23/09/2017,Sandrich,0:34:28,187,WE
28/05/2017,Francesco's Pizzeria,14:54:28,188,WE
6/5/2017,White Elephant Arena Cafe,9:19:47,188,WE
12/9/2017,Varsha,4:23:07,189,WD
6/2/2017,Domino's Pizza,14:06:06,189,WD
12/3/2017,Golden Jade - Ramada,20:37:05,189,WE
11/2/2017,Swastik,17:45:02,189,WE
8/4/2017,Bombay Burger's,9:38:27,189,WE
24/06/2017,Sandrich,23:49:18,189,WE
7/1/2017,Geeta Fast Food,14:18:37,189,WE
17/03/2017,Vedge,13:01:42,190,WD
21/09/2017,Hotel Silver Spoon,23:32:19,190,WD
15/06/2017,Tindees QSR,20:24:10,190,WD
10/6/2017,Domino's Pizza,19:01:32,190,WE
16/04/2017,Geeta Fast Food,19:42:19,190,WE
4/6/2017,Geeta Fast Food,3:40:42,190,WE
18/02/2017,Sai Sagar,19:59:55,191,WE
26/08/2017,Tamarind,7:15:31,191,WE
25/02/2017,Varsha,11:17:58,191,WE
16/06/2017,Sai Sagar,18:09:26,192,WD
24/03/2017,Domino's Pizza,1:17:33,192,WD
17/09/2017,Sai Sagar,15:09:36,192,WE
28/05/2017,Sandrich,13:52:32,192,WE
2/7/2017,Varsha,1:49:45,193,WE
12/3/2017,Swastik,21:24:58,193,WE
28/03/2017,Saarthi,23:58:45,194,WD
2/1/2017,Sandrich,0:49:09,194,WD
19/02/2017,Swastik,23:49:30,194,WE
29/01/2017,Tindees QSR,19:52:32,194,WE
15/01/2017,Sandrich,4:57:34,194,WE
17/07/2017,Bombay Burger's,22:59:39,195,WD
30/01/2017,Sandrich,15:28:50,195,WD
21/01/2017,Swastik,14:19:21,196,WE
20/02/2017,Domino's Pizza,5:54:10,197,WD
12/2/2017,Sandrich,0:38:04,197,WE
15/01/2017,Sandrich,19:37:32,197,WE
22/07/2017,SR Restaurant and Lounge,12:00:40,198,WE
18/03/2017,Dairy Don,14:36:06,198,WE
12/5/2017,Dairy Don,19:13:36,199,WD
6/8/2017,Prithika Hotel,19:16:26,199,WE
27/05/2017,Sandrich,15:28:49,199,WE
8/7/2017,Geeta Fast Food,8:45:41,199,WE
23/07/2017,Gupta Sandwiches & Snacks,18:42:48,199,WE
6/8/2017,Dairy Don,3:58:28,200,WE
20/08/2017,White Elephant Arena Cafe,14:57:24,200,WE
22/07/2017,SR Restaurant and Lounge,5:52:18,200,WE
28/04/2017,Lomchin Wok,22:41:53,201,WD
22/09/2017,Sandrich,9:44:27,201,WD
23/09/2017,Vedge,6:49:24,201,WE
15/07/2017,Sandrich,0:53:19,201,WE
8/1/2017,Gupta Sandwiches & Snacks,13:49:53,201,WE
15/01/2017,Dairy Don,19:15:57,201,WE
26/04/2017,Saarthi,13:35:17,202,WD
17/05/2017,Slice of Lime,23:06:08,202,WD
13/05/2017,BOX8 - Desi Meals,11:31:12,202,WE
5/3/2017,Sandrich,10:08:26,202,WE
8/4/2017,Sandrich,13:15:46,202,WE
30/04/2017,Gupta Sandwiches & Snacks,15:31:34,202,WE
7/7/2017,Slice of Lime,1:31:26,203,WD
10/3/2017,Lomchin Wok,22:04:47,203,WD
8/7/2017,Prithika Hotel,10:11:05,203,WE
1/7/2017,Varsha,22:53:47,203,WE
2/1/2017,StreetO,15:09:47,204,WD
20/09/2017,Sandrich,9:42:41,204,WD
6/7/2017,Tindees QSR,19:40:38,205,WD
16/07/2017,Tindees QSR,21:01:37,205,WE
26/08/2017,Golden Jade - Ramada,1:36:51,205,WE
5/2/2017,Geeta Fast Food,7:21:43,206,WE
29/06/2017,White Elephant Arena Cafe,12:37:56,207,WD
23/09/2017,7th Heaven,8:32:50,207,WE
9/7/2017,Swastik,7:09:06,207,WE
11/3/2017,The Tuck Box,16:54:14,207,WE
30/03/2017,105 East,22:28:22,208,WD
20/03/2017,Bombay Burger's,4:36:11,208,WD
17/06/2017,Golden Jade - Ramada,7:30:42,208,WE
2/7/2017,Varsha,1:26:36,208,WE
29/07/2017,Domino's Pizza,11:05:51,208,WE
17/09/2017,Prithika Hotel,6:39:06,209,WE
3/9/2017,Dairy Don,12:16:02,210,WE
5/8/2017,Sandrich,23:09:17,210,WE
2/2/2017,SR Restaurant and Lounge,5:31:15,211,WD
2/7/2017,Gupta Sandwiches & Snacks,13:53:59,211,WE
7/1/2017,Sandrich,1:56:37,211,WE
31/03/2017,Sandrich,4:10:22,212,WD
21/03/2017,Gupta Sandwiches & Snacks,19:09:05,212,WD
12/3/2017,Tindees QSR,16:59:51,212,WE
7/1/2017,Gupta Sandwiches & Snacks,5:57:28,212,WE
12/8/2017,Domino's Pizza,21:46:28,213,WE
28/05/2017,Sai Sagar,19:44:04,213,WE
20/05/2017,Hotel Silver Spoon,5:48:00,213,WE
11/6/2017,Domino's Pizza,0:35:23,213,WE
26/09/2017,Slice of Lime,13:03:47,214,WD
26/08/2017,StreetO,5:57:06,214,WE
10/9/2017,SR Restaurant and Lounge,23:00:52,214,WE
1/4/2017,Lomchin Wok,5:54:30,214,WE
21/06/2017,Gupta Sandwiches & Snacks,17:24:34,215,WD
18/03/2017,Gupta Sandwiches & Snacks,7:11:11,215,WE
8/5/2017,Domino's Pizza,4:04:09,216,WD
17/03/2017,SR Restaurant and Lounge,16:22:33,217,WD
4/9/2017,Tamarind,21:47:22,217,WD
27/01/2017,White Elephant Arena Cafe,15:48:55,217,WD
4/3/2017,Domino's Pizza,23:31:40,217,WE
20/08/2017,Bombay Burger's,1:39:33,217,WE
11/2/2017,Prasad Food Divine,20:52:11,217,WE
15/08/2017,Domino's Pizza,21:58:59,218,WD
6/1/2017,Sleight of Hand,13:00:09,218,WD
12/2/2017,Sai Sagar,12:15:58,218,WE
22/07/2017,Gupta Sandwiches & Snacks,5:10:45,218,WE
5/8/2017,Bombay Burger's,11:27:54,218,WE
3/4/2017,Geeta Fast Food,23:36:19,219,WD
3/8/2017,Geeta Fast Food,23:35:09,219,WD
26/03/2017,Bombay Burger's,13:50:15,219,WE
2/4/2017,Slice of Lime,15:29:19,219,WE
1/6/2017,Slice of Lime,12:31:18,220,WD
16/04/2017,Canvas Laugh Club,13:21:57,220,WE
4/3/2017,Gupta Sandwiches & Snacks,11:01:28,220,WE
23/06/2017,Geeta Fast Food,17:53:08,221,WD
2/4/2017,Sai Sagar,8:21:26,221,WE
19/08/2017,Tindees QSR,0:10:02,221,WE
13/05/2017,Dairy Don,21:19:44,221,WE
12/8/2017,Domino's Pizza,22:04:44,222,WE
18/03/2017,Tindees QSR,10:25:07,222,WE
24/06/2017,Gupta Sandwiches & Snacks,23:42:04,223,WE
20/08/2017,Sandrich,19:35:35,223,WE
20/08/2017,Canvas Laugh Club,9:13:46,223,WE
19/02/2017,Prithika Hotel,1:14:04,224,WE
16/09/2017,Prasad Food Divine,8:17:40,224,WE
4/4/2017,Zeal 3 Seasons Family Restaurant & Bar,2:11:49,225,WD
22/01/2017,Vedge,2:56:37,225,WE
15/04/2017,Geeta Fast Food,5:31:10,225,WE
15/04/2017,7th Heaven,23:30:40,225,WE
28/01/2017,Sandrich,1:18:45,226,WE
19/08/2017,Canvas Laugh Club,18:43:29,226,WE
19/03/2017,Dairy Don,9:33:22,226,WE
1/1/2017,Saarthi,11:43:12,226,WE
31/07/2017,Prasad Food Divine,6:43:04,227,WD
21/03/2017,Sai Sagar,21:04:25,227,WD
21/07/2017,Canvas Laugh Club,2:52:39,227,WD
29/07/2017,Sandrich,15:21:15,227,WE
27/08/2017,Swastik,11:34:12,227,WE
8/6/2017,Gupta Sandwiches & Snacks,18:23:51,228,WD
23/08/2017,7th Heaven,21:11:26,228,WD
29/07/2017,Sandrich,4:45:56,228,WE
18/03/2017,Tindees QSR,8:32:47,228,WE
20/08/2017,SR Restaurant and Lounge,16:48:56,228,WE
4/5/2017,Prasad Food Divine,3:25:21,229,WD
25/06/2017,Francesco's Pizzeria,8:28:29,229,WE
14/03/2017,Tindees QSR,3:05:10,230,WD
27/09/2017,Swastik,22:32:17,230,WD
16/02/2017,Dairy Don,10:54:28,230,WD
8/1/2017,Kosmic Sheesha Lounge,19:02:58,230,WE
18/06/2017,Sandrich,9:12:41,230,WE
7/3/2017,Lomchin Wok,19:13:14,231,WD
23/05/2017,Lomchin Wok,23:36:58,231,WD
9/8/2017,Sandrich,5:02:50,231,WD
29/07/2017,Sai Sagar,6:41:14,231,WE
31/08/2017,Tindees QSR,17:50:41,232,WD
19/03/2017,Sai Sagar,16:18:09,232,WE
7/10/2017,Sai Sagar,18:51:17,232,WE
12/4/2017,Kosmic Sheesha Lounge,14:18:50,233,WD
19/03/2017,Tindees QSR,19:06:59,233,WE
21/03/2017,Dairy Don,2:01:05,234,WD
15/07/2017,Golden Jade - Ramada,22:40:50,234,WE
26/08/2017,Dairy Don,3:51:11,235,WE
12/2/2017,Dairy Don,12:31:03,235,WE
21/01/2017,Sai Sagar,8:15:28,235,WE
29/06/2017,Domino's Pizza,15:07:28,236,WD
6/10/2017,Zeal 3 Seasons Family Restaurant & Bar,14:23:11,236,WD
14/06/2017,Sai Sagar,6:57:15,236,WD
19/03/2017,Geeta Fast Food,3:32:39,236,WE
21/01/2017,BOX8 - Desi Meals,15:48:39,236,WE
18/03/2017,Golden Jade - Ramada,3:52:14,236,WE
9/7/2017,Sai Sagar,21:05:37,237,WE
20/03/2017,Sai Sagar,3:05:12,238,WD
20/04/2017,Lomchin Wok,6:51:06,238,WD
30/05/2017,Francesco's Pizzeria,0:27:32,238,WD
2/3/2017,Geeta Fast Food,8:01:09,238,WD
2/7/2017,Kosmic Sheesha Lounge,10:45:03,238,WE
5/8/2017,Prithika Hotel,2:59:27,238,WE
25/02/2017,Swastik,1:36:31,238,WE
17/02/2017,Tindees QSR,22:24:24,239,WD
17/09/2017,Zeal 3 Seasons Family Restaurant & Bar,5:22:43,239,WE
5/3/2017,Swastik,19:27:55,239,WE
11/3/2017,Gupta Sandwiches & Snacks,11:20:48,239,WE
16/09/2017,Varsha,18:52:00,239,WE
7/5/2017,Domino's Pizza,21:58:44,239,WE
4/9/2017,Slice of Lime,10:21:37,240,WD
2/10/2017,Sai Sagar,21:06:53,240,WD
23/08/2017,Tindees QSR,11:52:43,240,WD
31/05/2017,Tindees QSR,19:42:43,240,WD
28/01/2017,Tindees QSR,22:51:34,240,WE
30/07/2017,Saarthi,15:16:46,240,WE
12/2/2017,Dairy Don,17:20:36,240,WE
5/2/2017,Varsha,8:16:56,240,WE
18/07/2017,Gupta Sandwiches & Snacks,9:27:15,241,WD
5/3/2017,Sai Sagar,11:50:16,241,WE
12/3/2017,Sai Sagar,17:13:58,241,WE
22/04/2017,Domino's Pizza,16:18:21,241,WE
19/02/2017,Swastik,10:52:57,241,WE
21/01/2017,Sai Sagar,19:02:32,241,WE
13/03/2017,Francesco's Pizzeria,0:12:50,242,WD
18/06/2017,Tindees QSR,14:09:20,242,WE
15/01/2017,Varsha,8:03:44,242,WE
6/4/2017,The Tuck Box,10:29:37,244,WD
19/08/2017,Dairy Don,13:40:07,244,WE
7/10/2017,Swastik,4:23:21,245,WE
29/09/2017,Saarthi,16:55:29,246,WD
7/6/2017,Sandrich,6:21:43,246,WD
23/03/2017,Sai Sagar,17:56:54,246,WD
10/9/2017,Tamarind,8:58:01,246,WE
10/2/2017,Saarthi,6:15:50,247,WD
16/09/2017,Domino's Pizza,2:01:29,247,WE
20/08/2017,7th Heaven,17:08:46,247,WE
29/04/2017,Swastik,23:06:52,247,WE
13/03/2017,Gupta Sandwiches & Snacks,16:29:50,248,WD
27/07/2017,Golden Jade - Ramada,5:02:50,248,WD
29/07/2017,Slice of Lime,11:54:31,248,WE
25/03/2017,Geeta Fast Food,16:37:52,250,WE
18/02/2017,Sandrich,18:07:50,251,WE
13/08/2017,Lomchin Wok,1:11:29,251,WE
3/7/2017,Sandrich,11:26:53,252,WD
10/9/2017,StreetO,14:50:49,252,WE
3/6/2017,Domino's Pizza,18:06:05,252,WE
10/7/2017,Slice of Lime,18:55:32,253,WD
23/09/2017,7th Heaven,9:46:07,253,WE
16/09/2017,The Spot,22:08:29,253,WE
30/08/2017,Sandrich,20:56:28,254,WD
4/6/2017,Kosmic Sheesha Lounge,19:49:33,254,WE
22/07/2017,Saarthi,11:09:39,254,WE
25/02/2017,Sandrich,5:38:42,254,WE
19/03/2017,Slice of Lime,1:32:50,255,WE
5/2/2017,Sandrich,20:16:50,255,WE
1/2/2017,Swastik,3:00:07,256,WD
14/05/2017,Tamarind,17:09:36,256,WE
2/7/2017,Saarthi,14:43:04,256,WE
14/05/2017,Slice of Lime,13:01:42,256,WE
5/7/2017,SR Restaurant and Lounge,11:24:09,257,WD
11/2/2017,Lomchin Wok,10:20:29,257,WE
13/05/2017,Saarthi,10:02:21,258,WE
30/07/2017,The Tuck Box,10:27:12,258,WE
26/02/2017,Domino's Pizza,12:44:14,259,WE
21/07/2017,BOX8 - Desi Meals,0:10:28,260,WD
9/4/2017,Swastik,2:14:12,260,WE
25/06/2017,Golden Jade - Ramada,4:56:11,260,WE
17/06/2017,Gupta Sandwiches & Snacks,17:59:48,260,WE
1/8/2017,Great World,4:04:33,261,WD
4/6/2017,Swastik,2:25:16,261,WE
8/7/2017,7th Heaven,8:23:16,261,WE
20/04/2017,StreetO,22:33:06,262,WD
5/3/2017,Domino's Pizza,23:05:17,262,WE
15/03/2017,Lomchin Wok,2:26:50,263,WD
28/06/2017,Varsha,13:45:41,263,WD
26/03/2017,Canvas Laugh Club,23:03:27,263,WE
27/05/2017,Slice of Lime,6:05:12,264,WE
3/9/2017,Swastik,11:00:45,264,WE
22/01/2017,Lomchin Wok,17:46:13,264,WE
22/04/2017,Domino's Pizza,0:39:53,264,WE
17/06/2017,Gupta Sandwiches & Snacks,9:38:10,265,WE
16/06/2017,Domino's Pizza,13:03:12,266,WD
22/04/2017,Geeta Fast Food,9:35:40,266,WE
4/2/2017,Geeta Fast Food,21:02:59,267,WE
5/8/2017,Golden Jade - Ramada,1:19:39,268,WE
15/07/2017,Hotel Silver Spoon,6:38:16,268,WE
3/9/2017,Sandrich,13:05:27,268,WE
19/07/2017,Gupta Sandwiches & Snacks,20:37:48,269,WD
16/09/2017,BOX8 - Desi Meals,9:38:47,269,WE
2/7/2017,Dairy Don,12:24:28,269,WE
29/07/2017,Sandrich,7:41:40,269,WE
16/05/2017,China Valley,19:55:11,270,WD
27/08/2017,Sai Sagar,5:02:15,270,WE
11/8/2017,Swastik,1:02:10,271,WD
10/9/2017,Varsha,6:22:55,271,WE
27/08/2017,Lomchin Wok,8:22:53,271,WE
20/08/2017,Sandrich,12:53:13,272,WE
19/08/2017,Dairy Don,16:34:30,272,WE
14/05/2017,Kosmic Sheesha Lounge,19:41:35,272,WE
7/5/2017,Tindees QSR,15:33:15,273,WE
5/2/2017,Sai Sagar,20:37:17,273,WE
14/08/2017,Francesco's Pizzeria,21:57:26,274,WD
27/08/2017,Geeta Fast Food,7:24:03,274,WE
15/01/2017,Slice of Lime,15:35:24,274,WE
7/1/2017,White Elephant Arena Cafe,18:11:05,274,WE
19/05/2017,Tindees QSR,12:18:11,276,WD
14/03/2017,Tindees QSR,3:33:51,276,WD
13/09/2017,Sai Sagar,6:09:02,277,WD
17/03/2017,Geeta Fast Food,4:25:59,277,WD
29/07/2017,Gupta Sandwiches & Snacks,5:45:35,277,WE
9/4/2017,Tindees QSR,11:34:42,277,WE
25/01/2017,Golden Jade - Ramada,5:00:56,278,WD
16/04/2017,Sai Sagar,20:29:34,278,WE
25/02/2017,Sandrich,12:34:37,278,WE
17/09/2017,Sai Sagar,5:32:04,278,WE
20/04/2017,Dairy Don,21:53:32,279,WD
27/08/2017,Geeta Fast Food,18:46:55,279,WE
26/03/2017,Varsha,4:49:06,279,WE
29/07/2017,Zeal 3 Seasons Family Restaurant & Bar,7:11:49,279,WE
14/01/2017,Geeta Fast Food,13:47:26,279,WE
29/04/2017,Lomchin Wok,12:04:29,279,WE
17/07/2017,Sleight of Hand,14:05:49,280,WD
13/04/2017,Domino's Pizza,11:32:36,281,WD
5/5/2017,Lomchin Wok,7:18:20,281,WD
4/7/2017,Dairy Don,19:58:21,281,WD
28/09/2017,Slice of Lime,17:17:00,282,WD
20/07/2017,Gupta Sandwiches & Snacks,7:57:40,282,WD
30/06/2017,Zeal 3 Seasons Family Restaurant & Bar,13:38:59,282,WD
14/09/2017,Varsha,16:55:56,282,WD
2/4/2017,Canvas Laugh Club,23:34:18,282,WE
23/09/2017,Swastik,5:25:28,282,WE
4/3/2017,Sandrich,5:23:49,282,WE
7/1/2017,Tindees QSR,5:04:22,282,WE
2/9/2017,The Spot,7:43:41,282,WE
14/01/2017,Tamarind,13:15:00,282,WE
30/03/2017,Geeta Fast Food,3:24:00,283,WD
19/08/2017,The Spot,10:02:42,283,WE
4/1/2017,Tamarind,23:26:43,284,WD
20/07/2017,Sai Sagar,7:42:31,284,WD
25/06/2017,Sai Sagar,16:42:39,284,WE
16/04/2017,Lomchin Wok,6:55:40,284,WE
5/7/2017,Varsha,16:50:51,285,WD
18/09/2017,Dairy Don,14:02:37,285,WD
28/08/2017,Bombay Burger's,3:46:11,285,WD
8/1/2017,Saarthi,10:45:23,285,WE
14/01/2017,Sleight of Hand,13:03:03,285,WE
19/09/2017,Slice of Lime,20:29:22,286,WD
23/06/2017,China Valley,9:42:21,287,WD
31/05/2017,Sai Sagar,8:28:29,287,WD
4/3/2017,Domino's Pizza,10:43:02,287,WE
22/07/2017,Slice of Lime,7:38:07,287,WE
11/6/2017,Bombay Burger's,13:02:37,288,WE
29/07/2017,Gupta Sandwiches & Snacks,6:50:14,288,WE
16/09/2017,Varsha,10:15:55,288,WE
1/9/2017,Prithika Hotel,8:02:53,289,WD
18/07/2017,China Valley,15:54:29,289,WD
29/04/2017,Geeta Fast Food,12:07:07,289,WE
16/03/2017,Sandrich,8:03:00,290,WD
15/04/2017,Tindees QSR,1:01:29,290,WE
25/03/2017,Domino's Pizza,1:36:37,290,WE
11/3/2017,Dairy Don,20:27:07,290,WE
7/5/2017,The Tuck Box,18:19:22,290,WE
24/02/2017,Sai Sagar,2:40:28,291,WD
29/01/2017,Canvas Laugh Club,6:08:16,291,WE
19/02/2017,Prithika Hotel,13:13:24,291,WE
20/08/2017,Geeta Fast Food,11:16:33,291,WE
12/3/2017,Geeta Fast Food,2:37:31,292,WE
8/1/2017,The Tuck Box,4:56:46,292,WE
24/06/2017,Tindees QSR,18:09:44,292,WE
2/4/2017,7th Heaven,4:02:15,292,WE
16/09/2017,Sandrich,8:58:56,293,WE
2/9/2017,Aqua Garden Resto Bar,23:10:08,293,WE
17/04/2017,Bombay Burger's,9:50:35,294,WD
15/01/2017,The Spot,7:47:52,294,WE
26/03/2017,Prasad Food Divine,9:08:18,294,WE
24/09/2017,Saarthi,5:11:10,294,WE
26/09/2017,Swastik,19:27:46,295,WD
4/3/2017,White Elephant Arena Cafe,11:01:01,295,WE
10/7/2017,BOX8 - Desi Meals,20:45:29,296,WD
7/1/2017,Gupta Sandwiches & Snacks,8:56:52,296,WE
8/7/2017,Tindees QSR,19:29:23,296,WE
16/02/2017,Sai Sagar,4:17:24,297,WD
21/01/2017,Saarthi,14:25:44,297,WE
30/03/2017,Dairy Don,0:55:12,298,WD
11/1/2017,Gupta Sandwiches & Snacks,18:41:08,298,WD
30/06/2017,White Elephant Arena Cafe,17:50:14,298,WD
24/06/2017,Rassam Express,7:18:29,298,WE
14/01/2017,The Tuck Box,4:16:25,298,WE
3/9/2017,Saarthi,20:29:27,298,WE
5/9/2017,Tindees QSR,7:42:05,300,WD
20/05/2017,Prasad Food Divine,1:36:02,300,WE
24/09/2017,Peche Mignon - Novotel,16:12:42,300,WE
10/9/2017,Canvas Laugh Club,22:48:54,300,WE
25/06/2017,Sai Sagar,13:48:16,300,WE
29/04/2017,Domino's Pizza,20:16:45,300,WE
20/03/2017,115 East,3:40:25,301,WD
7/5/2017,China Valley,13:46:09,301,WE
11/3/2017,Slice of Lime,20:07:59,301,WE
4/3/2017,Canvas Laugh Club,19:54:07,301,WE
14/08/2017,Domino's Pizza,13:29:58,302,WD
2/4/2017,Lomchin Wok,12:27:23,302,WE
28/05/2017,Domino's Pizza,6:36:06,303,WE
8/1/2017,BOX8 - Desi Meals,6:54:58,303,WE
4/6/2017,Swastik,18:47:54,303,WE
28/05/2017,Sandrich,20:25:22,303,WE
15/05/2017,Varsha,20:02:53,304,WD
29/01/2017,Zeal 3 Seasons Family Restaurant & Bar,22:10:50,304,WE
22/08/2017,Slice of Lime,9:32:14,305,WD
